"x","y","obs.Var1","truth.Var1"
0,0,0.200573107843376,0.13191528752162
0.0101010101010101,0,-0.00623458653230002,-0.155008374206071
0.0202020202020202,0,-0.564257568614059,-0.54577902176102
0.0303030303030303,0,-0.284904901416214,-0.323444105014636
0.0404040404040404,0,0.259713431776675,0.00566607896636495
0.0505050505050505,0,-0.0563586598220832,0.0150235811948656
0.0606060606060606,0,-0.779004200428722,-0.470846743355944
0.0707070707070707,0,-0.0915484213400012,-0.252003331349513
0.0808080808080808,0,-0.490340677713041,-0.409162470082433
0.0909090909090909,0,0.0408429905973904,0.072715014119906
0.101010101010101,0,0.18305065869675,0.536996038620502
0.111111111111111,0,0.173640534411804,0.28478370330993
0.121212121212121,0,0.0359616379074542,0.00947078395690876
0.131313131313131,0,0.239192677703794,0.2885756728759
0.141414141414141,0,0.305222917741468,0.127140609710699
0.151515151515152,0,-0.0289529499550636,-0.179817770576524
0.161616161616162,0,-0.431609231545585,-0.43019235643299
0.171717171717172,0,0.312760073179063,-0.00149139365409465
0.181818181818182,0,1.10794766554301,0.624289831777387
0.191919191919192,0,0.512301132737338,0.457959445777573
0.202020202020202,0,-0.23191633185649,-0.163268705885315
0.212121212121212,0,-0.829323488223097,-0.834234092011344
0.222222222222222,0,-0.533161047222761,-0.625049544862661
0.232323232323232,0,-1.0585800673037,-0.953931954910171
0.242424242424242,0,-1.16715093322284,-0.905900241108038
0.252525252525253,0,-0.914618703129369,-0.960890987328902
0.262626262626263,0,-1.33313491447002,-1.36564349204842
0.272727272727273,0,-1.72611306956836,-1.57515693499837
0.282828282828283,0,-1.55870864226984,-1.61076085881324
0.292929292929293,0,-1.58987891109086,-1.70136162220239
0.303030303030303,0,-1.57613923931149,-1.87269189897711
0.313131313131313,0,-1.24395039234713,-1.20911778542136
0.323232323232323,0,-1.26126362222225,-0.848329504181508
0.333333333333333,0,-0.917718193544795,-1.2364969074046
0.343434343434343,0,-1.58851706624964,-1.89442080551586
0.353535353535354,0,-2.17657820590089,-1.94067517582748
0.363636363636364,0,-1.58860897891099,-1.4729858473923
0.373737373737374,0,-1.73863845455649,-1.84405244836654
0.383838383838384,0,-1.04041129784647,-1.39242850834868
0.393939393939394,0,-1.21509123552532,-1.17024531466309
0.404040404040404,0,-0.723585418329929,-0.658402303589907
0.414141414141414,0,-1.18088875711115,-1.05033771749939
0.424242424242424,0,-0.873899394780607,-0.815642740491487
0.434343434343434,0,0.170837043256534,0.00380901593657534
0.444444444444444,0,-0.0454233910668737,-0.107643038313832
0.454545454545455,0,0.368659577918029,0.251650136740313
0.464646464646465,0,0.58810036049385,0.337906144606737
0.474747474747475,0,-0.00161774752503732,0.230990922685408
0.484848484848485,0,0.133771833392094,0.1700757149841
0.494949494949495,0,0.991868824436807,0.607497497664276
0.505050505050505,0,0.607980290018916,0.477615713478299
0.515151515151515,0,0.485987898981029,0.51448795058618
0.525252525252525,0,0.700545364664095,0.987680048178027
0.535353535353535,0,1.07938503475057,1.2372302130601
0.545454545454546,0,1.23479162226567,0.827511574950491
0.555555555555556,0,0.656037455186834,0.756092495761388
